Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",50.9,cube,SB5-1,404,42.903,0,250,250,2,0,750,0,0,3100
"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",50.9,cube,SB5-2,404,42.903,0,250,250,2,0,750,0,0,2965
"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",81,cube,SC1-1,404,71.543,0,60,60,2,0,180,0,0,422
"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",81,cube,SC1-2,404,71.543,0,60,60,2,0,180,0,0,406
"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",81,cube,SC2-1,404,71.543,0,150,150,2,0,450,0,0,2060
"Tests and calculations for hollow structural steel (HSS) stub columns filled with self-consolidating concrete (SCC), Lin-Hai Han; Guo-Huang Yao; Xiao-Ling Zhao, Unknown, 2005",81,cube,SC2-2,404,71.543,0,150,150,2,0,450,0,0,1980
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",30.454,cylinder,S1,356,30.454,0,127.3,127.3,3.15,0,611.04,0,0,917
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",26.044,cylinder,S2,357,26.044,0,126.9,126.9,4.34,0,609.12,0,0,1095
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",23.805,cylinder,S3,322,23.805,0,127,126.9,4.55,0,609.6,0,0,1113
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",23.805,cylinder,S4,312,23.805,0,126.5,125.3,5.67,0,607.2,0,0,1202
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",23.805,cylinder,S5,347,23.805,0,127.2,126.8,7.47,0,610.56,0,0,2069
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",30.454,cylinder,R1,430,30.454,0,152.3,76.6,3,0,609.2,0,0,819
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",26.044,cylinder,R2,383,26.044,0,152.8,76.5,4.47,0,611.2,0,0,1006
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",26.044,cylinder,R3,413,26.044,0,152.4,101.8,4.32,0,609.6,0,0,1144
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",23.805,cylinder,R4,365,23.805,0,152.7,102.8,4.57,0,610.8,0,0,1224
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",23.805,cylinder,R5,324,23.805,0,151.4,101.3,5.72,0,605.6,0,0,1335
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",23.805,cylinder,R6,358,23.805,0,152.37,102.13,7.34,0,609.48,0,0,1691
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",152.3,Cylinder 100x200,DS1,779,145.538,0,150,150,8,0,450,0,0,7058
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",157.2,Cylinder 100x200,DS2,779,150.221,0,150,150,8,0,450,0,0,7143
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",147,Cylinder 100x200,DS3,779,140.474,0,150,150,8,0,450,0,0,7032
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",164.1,Cylinder 100x200,DS4,779,156.815,0,150,150,8,0,450,0,0,7880
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",152.3,Cylinder 100x200,S1,779,145.538,0,150,150,8,0,450,0,0,6536
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",157.2,Cylinder 100x200,S2,779,150.221,0,150,150,8,0,450,0,0,6715
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",147,Cylinder 100x200,S3,779,140.474,0,150,150,8,0,450,0,0,6616
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",164.1,Cylinder 100x200,S4,779,156.815,0,150,150,8,0,450,0,0,7276
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",148,Cylinder 100x200,S5,779,141.429,0,150,150,8,0,450,0,0,6974
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",152.3,Cylinder 100x200,S6,756,145.538,0,150,150,12,0,450,0,0,8585
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",157.2,Cylinder 100x200,S7,756,150.221,0,150,150,12,0,450,0,0,8452
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",147,Cylinder 100x200,S8,756,140.474,0,150,150,12,0,450,0,0,8687
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",164.1,Cylinder 100x200,S9,756,156.815,0,150,150,12,0,450,0,0,8730
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",148,Cylinder 100x200,S10,756,141.429,0,150,150,12,0,450,0,0,8912
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",152.3,Cylinder 100x200,S11,446,145.538,0,150,150,12.5,0,450,0,0,5953
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",157.2,Cylinder 100x200,S12,446,150.221,0,150,150,12.5,0,450,0,0,5911
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",147,Cylinder 100x200,S13,446,140.474,0,150,150,12.5,0,450,0,0,6039
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",164.1,Cylinder 100x200,S14,446,156.815,0,150,150,12.5,0,450,0,0,6409
"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",148,Cylinder 100x200,S15,446,141.429,0,150,150,12.5,0,450,0,0,6285
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",27.15,cylinder,SU-040,265.8,27.15,0,200,200,5,0,600,0,0,2312
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",27.15,cylinder,SS-040-050(3),265.8,27.15,0,200,200,5,0,600,0,0,2728
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",27.15,cylinder,SS-040-050(4),265.8,27.15,0,200,200,5,0,600,0,0,2903
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",27.15,cylinder,SS-040-100(4),265.8,27.15,0,200,200,5,0,600,0,0,2463
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",31.15,cylinder,SU-070,272.6,31.15,0,280,280,4,0,840,0,0,3401
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",23.94,cylinder,SS-070-050(3),323.8,23.94,0,224,224,3.2,0,672,0,0,2344
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",25.73,cylinder,SS-070-050(3)R,323.8,25.73,0,224,224,3.2,0,672,0,0,2328
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",30.49,cylinder,SS-070-093(2),272.6,30.49,0,280,280,4,0,840,0,0,3744
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",30.49,cylinder,SS-070-093(3),272.6,30.49,0,280,280,4,0,840,0,0,3855
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",29.84,cylinder,SS-070-140(3),272.6,29.84,0,280,280,4,0,840,0,0,3610
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",29.18,cylinder,SS-070-187(3),272.6,29.18,0,280,280,4,0,840,0,0,3457
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",27.2,cylinder,SU-150,341.7,27.2,0,300,300,2,0,900,0,0,3062
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",24,cylinder,SS-150-050(2),341.7,24,0,300,300,2,0,900,0,0,3184
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",25.21,cylinder,SS-150-100(2),341.7,25.21,0,300,300,2,0,900,0,0,3105
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S2-0,184.7,74.361,0,100,100,2,0,300,0,0,867.3
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S2-50,184.7,74.361,0,100,100,2,0,300,0,0,810.3
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S2-100,184.7,74.361,0,100,100,2,0,300,0,0,753.9
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S2-200,184.7,74.361,0,100,100,2,0,300,0,0,779.1
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S2-300,184.7,74.361,0,100,100,2,0,300,0,0,673
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3-0,176.5,74.361,0,100,100,3,0,300,0,0,891.3
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3-50,176.5,74.361,0,100,100,3,0,300,0,0,818
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3-100,176.5,74.361,0,100,100,3,0,300,0,0,754.7
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3-200,176.5,74.361,0,100,100,3,0,300,0,0,830
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3-300,176.5,74.361,0,100,100,3,0,300,0,0,696.9
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3.9-0,235.1,74.361,0,100,100,3.9,0,300,0,0,1068
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3.9-50,235.1,74.361,0,100,100,3.9,0,300,0,0,1095
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3.9-100,235.1,74.361,0,100,100,3.9,0,300,0,0,1127
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3.9-200,235.1,74.361,0,100,100,3.9,0,300,0,0,1134
"Experimental behavior of CFST stub columns after being exposed to freezing and thawing, You-Fu Yang; Kai Cao; Tian-Zheng Wang, Cold Regions Science and Technology, 2013",83.9,Cube 150,S3.9-300,235.1,74.361,0,100,100,3.9,0,300,0,0,1126
"Behavior of concrete-filled steel tubular stub columns and beams using dune sand as part of fine aggregate, Wei-Hua Wang; Lin-Hai Han; Wei Li; Yi-Hai Jia, Construction and Building Materials, 2014",78,cube,S-3-8-1,363,68.637,0,160,160,3.46,0,480,0,0,2011
"Behavior of concrete-filled steel tubular stub columns and beams using dune sand as part of fine aggregate, Wei-Hua Wang; Lin-Hai Han; Wei Li; Yi-Hai Jia, Construction and Building Materials, 2014",78,cube,S-3-8-2,363,68.637,0,160,160,3.46,0,480,0,0,2333
"Behavior of concrete-filled steel tubular stub columns and beams using dune sand as part of fine aggregate, Wei-Hua Wang; Lin-Hai Han; Wei Li; Yi-Hai Jia, Construction and Building Materials, 2014",54,cube,S-3-5-1,363,45.793,0,160,160,3.46,0,480,0,0,1784
"Behavior of concrete-filled steel tubular stub columns and beams using dune sand as part of fine aggregate, Wei-Hua Wang; Lin-Hai Han; Wei Li; Yi-Hai Jia, Construction and Building Materials, 2014",54,cube,S-3-5-2,363,45.793,0,160,160,3.46,0,480,0,0,1812
"Behavior of concrete-filled steel tubular stub columns and beams using dune sand as part of fine aggregate, Wei-Hua Wang; Lin-Hai Han; Wei Li; Yi-Hai Jia, Construction and Building Materials, 2014",78,cube,S-5-8-1,353,68.637,0,160,160,5.43,0,480,0,0,2751
"Behavior of concrete-filled steel tubular stub columns and beams using dune sand as part of fine aggregate, Wei-Hua Wang; Lin-Hai Han; Wei Li; Yi-Hai Jia, Construction and Building Materials, 2014",78,cube,S-5-8-2,353,68.637,0,160,160,5.43,0,480,0,0,2791
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",20.1,Cube 150,S-1,340,15.32,0,120,120,2.65,0,360,0,0,640
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",20.1,Cube 150,SP-1,340,15.32,0,120,120,2.65,0,360,0,0,664
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",20.1,Cube 150,S-2,340,15.32,0,120,120,2.65,0,360,14,14,533
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",20.1,Cube 150,SP-2,340,15.32,0,120,120,2.65,0,360,14,14,538
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,S-3,340,29.261,0,120,120,2.65,0,360,0,0,816
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,SP-3,340,29.261,0,120,120,2.65,0,360,0,0,812
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,S-4,340,29.261,0,120,120,2.65,0,360,14,14,600
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,SP-4,340,29.261,0,120,120,2.65,0,360,14,14,622
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,SP-5,340,29.261,0,120,120,2.65,0,360,14,14,650
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,SP-6,340,29.261,0,120,120,2.65,0,360,31,31,500
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,L-2,340,29.261,0,120,120,2.65,0,1400,0,0,769
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,LP-2,340,29.261,0,120,120,2.65,0,1400,0,0,730
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,L-1,340,29.261,0,120,120,2.65,0,1400,14,14,590
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,LP-1,340,29.261,0,120,120,2.65,0,1400,14,14,560
"Behaviour of concrete-filled hollow structural steel (HSS) columns with pre-load on the steel tubes, Lin-Hai Han; Guo-Huang Yao, Unknown, 2003",36,Cube 150,LP-3,340,29.261,0,120,120,2.65,0,1400,14,14,552
